DIA_TRANSPORTE,"AMBA","MOTIVO_ATSF","GENERO","TIPO_TRANSPORTE",CANT_TRJ,"DATO_PRELIMINAR"
2022-04-01,"SI","OTRO","M","TOTAL",23180,"SI"
2022-04-01,"SI","OTRO","M","TREN",5664,"SI"
2022-04-01,"SI","PENSION","F","COLECTIVO",76842,"SI"
2022-04-01,"SI","PENSION","F","LANCHA",0,"SI"
2022-04-01,"SI","PENSION","F","SUBTE",4777,"SI"
2022-04-01,"SI","PENSION","F","TOTAL",79495,"SI"
2022-04-01,"SI","PENSION","F","TREN",14790,"SI"
2022-04-01,"SI","PENSION","M","COLECTIVO",34091,"SI"
2022-04-01,"SI","PENSION","M","LANCHA",0,"SI"
2022-04-01,"SI","PENSION","M","SUBTE",2275,"SI"
2022-04-01,"SI","PENSION","M","TOTAL",35484,"SI"
2022-04-01,"SI","PENSION","M","TREN",6931,"SI"
2022-04-01,"SI","PERSONAL DEL TRABAJO DOMÉSTICO","F","COLECTIVO",111255,"SI"
2022-04-01,"SI","PERSONAL DEL TRABAJO DOMÉSTICO","F","LANCHA",0,"SI"
2022-04-01,"SI","PERSONAL DEL TRABAJO DOMÉSTICO","F","SUBTE",10561,"SI"
2022-04-01,"SI","PERSONAL DEL TRABAJO DOMÉSTICO","F","TOTAL",115126,"SI"
2022-04-01,"SI","PERSONAL DEL TRABAJO DOMÉSTICO","F","TREN",30439,"SI"
2022-04-01,"SI","PERSONAL DEL TRABAJO DOMÉSTICO","M","COLECTIVO",1035,"SI"
2022-04-01,"SI","PERSONAL DEL TRABAJO DOMÉSTICO","M","LANCHA",0,"SI"
2022-04-01,"SI","PERSONAL DEL TRABAJO DOMÉSTICO","M","SUBTE",121,"SI"
2022-04-01,"SI","PERSONAL DEL TRABAJO DOMÉSTICO","M","TOTAL",1100,"SI"
2022-04-01,"SI","PERSONAL DEL TRABAJO DOMÉSTICO","M","TREN",302,"SI"
2022-04-01,"SI","PROGRESAR","F","COLECTIVO",64503,"SI"
2022-04-01,"SI","PROGRESAR","F","LANCHA",0,"SI"
2022-04-01,"SI","PROGRESAR","F","SUBTE",6525,"SI"
2022-04-01,"SI","PROGRESAR","F","TOTAL",67752,"SI"
2022-04-01,"SI","PROGRESAR","F","TREN",14745,"SI"
2022-04-01,"SI","PROGRESAR","M","COLECTIVO",28054,"SI"
2022-04-01,"SI","PROGRESAR","M","LANCHA",0,"SI"
2022-04-01,"SI","PROGRESAR","M","SUBTE",2668,"SI"
2022-04-01,"SI","PROGRESAR","M","TOTAL",29674,"SI"
2022-04-01,"SI","PROGRESAR","M","TREN",6203,"SI"
2022-04-02,"NO",,,"COLECTIVO",145852,"SI"
2022-04-02,"NO",,,"LANCHA",2,"SI"
2022-04-02,"NO",,,"SUBTE",0,"SI"
2022-04-02,"NO",,,"TOTAL",145854,"SI"
2022-04-02,"NO",,,"TREN",0,"SI"
2022-04-02,"NO",,"F","COLECTIVO",78579,"SI"
2022-04-02,"NO",,"F","LANCHA",4,"SI"
2022-04-02,"NO",,"F","SUBTE",0,"SI"
2022-04-02,"NO",,"F","TOTAL",78583,"SI"
2022-04-02,"NO",,"F","TREN",0,"SI"
2022-04-02,"NO",,"M","COLECTIVO",59170,"SI"
2022-04-02,"NO",,"M","LANCHA",1,"SI"
2022-04-02,"NO",,"M","SUBTE",0,"SI"
2022-04-02,"NO",,"M","TOTAL",59171,"SI"
2022-04-02,"NO",,"M","TREN",0,"SI"
2022-04-02,"NO","AUH","F","COLECTIVO",40409,"SI"
2022-04-02,"NO","AUH","F","LANCHA",0,"SI"
2022-04-02,"NO","AUH","F","SUBTE",0,"SI"
2022-04-02,"NO","AUH","F","TOTAL",40409,"SI"
2022-04-02,"NO","AUH","F","TREN",0,"SI"
2022-04-02,"NO","AUH","M","COLECTIVO",1330,"SI"
2022-04-02,"NO","AUH","M","LANCHA",0,"SI"
2022-04-02,"NO","AUH","M","SUBTE",0,"SI"
2022-04-02,"NO","AUH","M","TOTAL",1330,"SI"
2022-04-02,"NO","AUH","M","TREN",0,"SI"
2022-04-02,"NO","JUBILACION","F","COLECTIVO",34843,"SI"
2022-04-02,"NO","JUBILACION","F","LANCHA",3,"SI"
2022-04-02,"NO","JUBILACION","F","SUBTE",0,"SI"
2022-04-02,"NO","JUBILACION","F","TOTAL",34846,"SI"
2022-04-02,"NO","JUBILACION","F","TREN",0,"SI"
2022-04-02,"NO","JUBILACION","M","COLECTIVO",17348,"SI"
2022-04-02,"NO","JUBILACION","M","LANCHA",0,"SI"
2022-04-02,"NO","JUBILACION","M","SUBTE",0,"SI"
2022-04-02,"NO","JUBILACION","M","TOTAL",17348,"SI"
2022-04-02,"NO","JUBILACION","M","TREN",0,"SI"
2022-04-02,"NO","MONOTRIBUTO SOCIAL","F","COLECTIVO",3669,"SI"
2022-04-02,"NO","MONOTRIBUTO SOCIAL","F","LANCHA",0,"SI"
2022-04-02,"NO","MONOTRIBUTO SOCIAL","F","SUBTE",0,"SI"
2022-04-02,"NO","MONOTRIBUTO SOCIAL","F","TOTAL",3669,"SI"
2022-04-02,"NO","MONOTRIBUTO SOCIAL","F","TREN",0,"SI"
2022-04-02,"NO","MONOTRIBUTO SOCIAL","M","COLECTIVO",1994,"SI"
2022-04-02,"NO","MONOTRIBUTO SOCIAL","M","LANCHA",0,"SI"
2022-04-02,"NO","MONOTRIBUTO SOCIAL","M","SUBTE",0,"SI"
2022-04-02,"NO","MONOTRIBUTO SOCIAL","M","TOTAL",1994,"SI"
2022-04-02,"NO","MONOTRIBUTO SOCIAL","M","TREN",0,"SI"
2022-04-02,"NO","OTRO","F","COLECTIVO",6565,"SI"
2022-04-02,"NO","OTRO","F","LANCHA",0,"SI"
2022-04-02,"NO","OTRO","F","SUBTE",0,"SI"
2022-04-02,"NO","OTRO","F","TOTAL",6565,"SI"
2022-04-02,"NO","OTRO","F","TREN",0,"SI"
2022-04-02,"NO","OTRO","M","COLECTIVO",3855,"SI"
2022-04-02,"NO","OTRO","M","LANCHA",0,"SI"
2022-04-02,"NO","OTRO","M","SUBTE",0,"SI"
2022-04-02,"NO","OTRO","M","TOTAL",3855,"SI"
2022-04-02,"NO","OTRO","M","TREN",0,"SI"
2022-04-02,"NO","PENSION","F","COLECTIVO",20958,"SI"
2022-04-02,"NO","PENSION","F","LANCHA",0,"SI"
2022-04-02,"NO","PENSION","F","SUBTE",0,"SI"
2022-04-02,"NO","PENSION","F","TOTAL",20958,"SI"
2022-04-02,"NO","PENSION","F","TREN",0,"SI"
2022-04-02,"NO","PENSION","M","COLECTIVO",10771,"SI"
2022-04-02,"NO","PENSION","M","LANCHA",0,"SI"
2022-04-02,"NO","PENSION","M","SUBTE",0,"SI"
2022-04-02,"NO","PENSION","M","TOTAL",10771,"SI"
2022-04-02,"NO","PENSION","M","TREN",0,"SI"
2022-04-02,"NO","PERSONAL DEL TRABAJO DOMÉSTICO","F","COLECTIVO",12013,"SI"
2022-04-02,"NO","PERSONAL DEL TRABAJO DOMÉSTICO","F","LANCHA",0,"SI"
2022-04-02,"NO","PERSONAL DEL TRABAJO DOMÉSTICO","F","SUBTE",0,"SI"
2022-04-02,"NO","PERSONAL DEL TRABAJO DOMÉSTICO","F","TOTAL",12013,"SI"
2022-04-02,"NO","PERSONAL DEL TRABAJO DOMÉSTICO","F","TREN",0,"SI"
2022-04-02,"NO","PERSONAL DEL TRABAJO DOMÉSTICO","M","COLECTIVO",116,"SI"
2022-04-02,"NO","PERSONAL DEL TRABAJO DOMÉSTICO","M","LANCHA",0,"SI"
2022-04-02,"NO","PERSONAL DEL TRABAJO DOMÉSTICO","M","SUBTE",0,"SI"
2022-04-02,"NO","PERSONAL DEL TRABAJO DOMÉSTICO","M","TOTAL",116,"SI"
2022-04-02,"NO","PERSONAL DEL TRABAJO DOMÉSTICO","M","TREN",0,"SI"
2022-04-02,"NO","PROGRESAR","F","COLECTIVO",12845,"SI"
2022-04-02,"NO","PROGRESAR","F","LANCHA",0,"SI"
2022-04-02,"NO","PROGRESAR","F","SUBTE",0,"SI"
2022-04-02,"NO","PROGRESAR","F","TOTAL",12845,"SI"
2022-04-02,"NO","PROGRESAR","F","TREN",0,"SI"
2022-04-02,"NO","PROGRESAR","M","COLECTIVO",6107,"SI"
2022-04-02,"NO","PROGRESAR","M","LANCHA",0,"SI"
2022-04-02,"NO","PROGRESAR","M","SUBTE",0,"SI"
2022-04-02,"NO","PROGRESAR","M","TOTAL",6107,"SI"
2022-04-02,"NO","PROGRESAR","M","TREN",0,"SI"
2022-04-02,"SI",,,"COLECTIVO",653210,"SI"
2022-04-02,"SI",,,"LANCHA",0,"SI"
2022-04-02,"SI",,,"SUBTE",99380,"SI"
2022-04-02,"SI",,,"TOTAL",738141,"SI"
2022-04-02,"SI",,,"TREN",128586,"SI"
2022-04-02,"SI",,"F","COLECTIVO",327130,"SI"
2022-04-02,"SI",,"F","LANCHA",0,"SI"
2022-04-02,"SI",,"F","SUBTE",42246,"SI"
2022-04-02,"SI",,"F","TOTAL",363162,"SI"
2022-04-02,"SI",,"F","TREN",62351,"SI"
2022-04-02,"SI",,"M","COLECTIVO",276771,"SI"
2022-04-02,"SI",,"M","LANCHA",0,"SI"
2022-04-02,"SI",,"M","SUBTE",38638,"SI"
2022-04-02,"SI",,"M","TOTAL",309684,"SI"
2022-04-02,"SI",,"M","TREN",60612,"SI"
2022-04-02,"SI","AUH","F","COLECTIVO",136236,"SI"
2022-04-02,"SI","AUH","F","LANCHA",0,"SI"
2022-04-02,"SI","AUH","F","SUBTE",5841,"SI"
2022-04-02,"SI","AUH","F","TOTAL",140942,"SI"
2022-04-02,"SI","AUH","F","TREN",22680,"SI"
2022-04-02,"SI","AUH","M","COLECTIVO",6192,"SI"
2022-04-02,"SI","AUH","M","LANCHA",0,"SI"
2022-04-02,"SI","AUH","M","SUBTE",348,"SI"
2022-04-02,"SI","AUH","M","TOTAL",6454,"SI"
2022-04-02,"SI","AUH","M","TREN",1213,"SI"
2022-04-02,"SI","JUBILACION","F","COLECTIVO",117249,"SI"
2022-04-02,"SI","JUBILACION","F","LANCHA",0,"SI"
2022-04-02,"SI","JUBILACION","F","SUBTE",7615,"SI"
2022-04-02,"SI","JUBILACION","F","TOTAL",123360,"SI"
2022-04-02,"SI","JUBILACION","F","TREN",14498,"SI"
2022-04-02,"SI","JUBILACION","M","COLECTIVO",51339,"SI"
2022-04-02,"SI","JUBILACION","M","LANCHA",0,"SI"
2022-04-02,"SI","JUBILACION","M","SUBTE",3333,"SI"
2022-04-02,"SI","JUBILACION","M","TOTAL",53979,"SI"
2022-04-02,"SI","JUBILACION","M","TREN",6676,"SI"
2022-04-02,"SI","MONOTRIBUTO SOCIAL","F","COLECTIVO",17382,"SI"
2022-04-02,"SI","MONOTRIBUTO SOCIAL","F","LANCHA",0,"SI"
2022-04-02,"SI","MONOTRIBUTO SOCIAL","F","SUBTE",1066,"SI"
2022-04-02,"SI","MONOTRIBUTO SOCIAL","F","TOTAL",18156,"SI"
2022-04-02,"SI","MONOTRIBUTO SOCIAL","F","TREN",2947,"SI"
2022-04-02,"SI","MONOTRIBUTO SOCIAL","M","COLECTIVO",10490,"SI"
2022-04-02,"SI","MONOTRIBUTO SOCIAL","M","LANCHA",0,"SI"
2022-04-02,"SI","MONOTRIBUTO SOCIAL","M","SUBTE",694,"SI"
2022-04-02,"SI","MONOTRIBUTO SOCIAL","M","TOTAL",11010,"SI"
2022-04-02,"SI","MONOTRIBUTO SOCIAL","M","TREN",1968,"SI"
2022-04-02,"SI","OTRO","F","COLECTIVO",21301,"SI"
2022-04-02,"SI","OTRO","F","LANCHA",0,"SI"
2022-04-02,"SI","OTRO","F","SUBTE",1610,"SI"
2022-04-02,"SI","OTRO","F","TOTAL",22376,"SI"
2022-04-02,"SI","OTRO","F","TREN",3855,"SI"
2022-04-02,"SI","OTRO","M","COLECTIVO",13905,"SI"
2022-04-02,"SI","OTRO","M","LANCHA",0,"SI"
2022-04-02,"SI","OTRO","M","SUBTE",1058,"SI"
2022-04-02,"SI","OTRO","M","TOTAL",14700,"SI"
2022-04-02,"SI","OTRO","M","TREN",2766,"SI"
2022-04-02,"SI","PENSION","F","COLECTIVO",44337,"SI"
2022-04-02,"SI","PENSION","F","LANCHA",0,"SI"
2022-04-02,"SI","PENSION","F","SUBTE",2066,"SI"
2022-04-02,"SI","PENSION","F","TOTAL",46099,"SI"
2022-04-02,"SI","PENSION","F","TREN",7045,"SI"
2022-04-02,"SI","PENSION","M","COLECTIVO",20219,"SI"
2022-04-02,"SI","PENSION","M","LANCHA",0,"SI"
2022-04-02,"SI","PENSION","M","SUBTE",1033,"SI"
2022-04-02,"SI","PENSION","M","TOTAL",21063,"SI"
2022-04-02,"SI","PENSION","M","TREN",3314,"SI"
2022-04-02,"SI","PERSONAL DEL TRABAJO DOMÉSTICO","F","COLECTIVO",54944,"SI"
2022-04-02,"SI","PERSONAL DEL TRABAJO DOMÉSTICO","F","LANCHA",0,"SI"
2022-04-02,"SI","PERSONAL DEL TRABAJO DOMÉSTICO","F","SUBTE",3577,"SI"
2022-04-02,"SI","PERSONAL DEL TRABAJO DOMÉSTICO","F","TOTAL",57372,"SI"
2022-04-02,"SI","PERSONAL DEL TRABAJO DOMÉSTICO","F","TREN",10807,"SI"
2022-04-02,"SI","PERSONAL DEL TRABAJO DOMÉSTICO","M","COLECTIVO",603,"SI"
2022-04-02,"SI","PERSONAL DEL TRABAJO DOMÉSTICO","M","LANCHA",0,"SI"
2022-04-02,"SI","PERSONAL DEL TRABAJO DOMÉSTICO","M","SUBTE",50,"SI"
2022-04-02,"SI","PERSONAL DEL TRABAJO DOMÉSTICO","M","TOTAL",645,"SI"
2022-04-02,"SI","PERSONAL DEL TRABAJO DOMÉSTICO","M","TREN",122,"SI"
2022-04-02,"SI","PROGRESAR","F","COLECTIVO",34259,"SI"
2022-04-02,"SI","PROGRESAR","F","LANCHA",0,"SI"
2022-04-02,"SI","PROGRESAR","F","SUBTE",2854,"SI"
2022-04-02,"SI","PROGRESAR","F","TOTAL",36390,"SI"
2022-04-02,"SI","PROGRESAR","F","TREN",6633,"SI"
2022-04-02,"SI","PROGRESAR","M","COLECTIVO",14347,"SI"
2022-04-02,"SI","PROGRESAR","M","LANCHA",0,"SI"
2022-04-02,"SI","PROGRESAR","M","SUBTE",1380,"SI"
2022-04-02,"SI","PROGRESAR","M","TOTAL",15411,"SI"
2022-04-02,"SI","PROGRESAR","M","TREN",2967,"SI"
2022-04-03,"NO",,,"COLECTIVO",96782,"SI"
2022-04-03,"NO",,,"LANCHA",1,"SI"
2022-04-03,"NO",,,"SUBTE",0,"SI"
2022-04-03,"NO",,,"TOTAL",96783,"SI"
2022-04-03,"NO",,,"TREN",0,"SI"
2022-04-03,"NO",,"F","COLECTIVO",47159,"SI"
2022-04-03,"NO",,"F","LANCHA",4,"SI"
2022-04-03,"NO",,"F","SUBTE",0,"SI"
2022-04-03,"NO",,"F","TOTAL",47163,"SI"
2022-04-03,"NO",,"F","TREN",0,"SI"
2022-04-03,"NO",,"M","COLECTIVO",38937,"SI"
2022-04-03,"NO",,"M","LANCHA",5,"SI"
2022-04-03,"NO",,"M","SUBTE",0,"SI"
2022-04-03,"NO",,"M","TOTAL",38942,"SI"
2022-04-03,"NO",,"M","TREN",0,"SI"
2022-04-03,"NO","AUH","F","COLECTIVO",25562,"SI"
2022-04-03,"NO","AUH","F","LANCHA",0,"SI"
2022-04-03,"NO","AUH","F","SUBTE",0,"SI"
2022-04-03,"NO","AUH","F","TOTAL",25562,"SI"
2022-04-03,"NO","AUH","F","TREN",0,"SI"
2022-04-03,"NO","AUH","M","COLECTIVO",869,"SI"
2022-04-03,"NO","AUH","M","LANCHA",0,"SI"
2022-04-03,"NO","AUH","M","SUBTE",0,"SI"
2022-04-03,"NO","AUH","M","TOTAL",869,"SI"
2022-04-03,"NO","AUH","M","TREN",0,"SI"
2022-04-03,"NO","JUBILACION","F","COLECTIVO",23211,"SI"
2022-04-03,"NO","JUBILACION","F","LANCHA",0,"SI"
2022-04-03,"NO","JUBILACION","F","SUBTE",0,"SI"
2022-04-03,"NO","JUBILACION","F","TOTAL",23211,"SI"
2022-04-03,"NO","JUBILACION","F","TREN",0,"SI"
2022-04-03,"NO","JUBILACION","M","COLECTIVO",11386,"SI"
2022-04-03,"NO","JUBILACION","M","LANCHA",0,"SI"
2022-04-03,"NO","JUBILACION","M","SUBTE",0,"SI"
2022-04-03,"NO","JUBILACION","M","TOTAL",11386,"SI"
2022-04-03,"NO","JUBILACION","M","TREN",0,"SI"
2022-04-03,"NO","MONOTRIBUTO SOCIAL","F","COLECTIVO",2269,"SI"
2022-04-03,"NO","MONOTRIBUTO SOCIAL","F","LANCHA",0,"SI"
2022-04-03,"NO","MONOTRIBUTO SOCIAL","F","SUBTE",0,"SI"
2022-04-03,"NO","MONOTRIBUTO SOCIAL","F","TOTAL",2269,"SI"
2022-04-03,"NO","MONOTRIBUTO SOCIAL","F","TREN",0,"SI"
2022-04-03,"NO","MONOTRIBUTO SOCIAL","M","COLECTIVO",1277,"SI"
2022-04-03,"NO","MONOTRIBUTO SOCIAL","M","LANCHA",0,"SI"
2022-04-03,"NO","MONOTRIBUTO SOCIAL","M","SUBTE",0,"SI"
2022-04-03,"NO","MONOTRIBUTO SOCIAL","M","TOTAL",1277,"SI"
2022-04-03,"NO","MONOTRIBUTO SOCIAL","M","TREN",0,"SI"
2022-04-03,"NO","OTRO","F","COLECTIVO",4111,"SI"
2022-04-03,"NO","OTRO","F","LANCHA",0,"SI"
2022-04-03,"NO","OTRO","F","SUBTE",0,"SI"
2022-04-03,"NO","OTRO","F","TOTAL",4111,"SI"
2022-04-03,"NO","OTRO","F","TREN",0,"SI"
2022-04-03,"NO","OTRO","M","COLECTIVO",2670,"SI"
2022-04-03,"NO","OTRO","M","LANCHA",0,"SI"
2022-04-03,"NO","OTRO","M","SUBTE",0,"SI"
2022-04-03,"NO","OTRO","M","TOTAL",2670,"SI"
2022-04-03,"NO","OTRO","M","TREN",0,"SI"
2022-04-03,"NO","PENSION","F","COLECTIVO",13978,"SI"
2022-04-03,"NO","PENSION","F","LANCHA",0,"SI"
2022-04-03,"NO","PENSION","F","SUBTE",0,"SI"
2022-04-03,"NO","PENSION","F","TOTAL",13978,"SI"
2022-04-03,"NO","PENSION","F","TREN",0,"SI"
2022-04-03,"NO","PENSION","M","COLECTIVO",7511,"SI"
2022-04-03,"NO","PENSION","M","LANCHA",0,"SI"
2022-04-03,"NO","PENSION","M","SUBTE",0,"SI"
2022-04-03,"NO","PENSION","M","TOTAL",7511,"SI"
2022-04-03,"NO","PENSION","M","TREN",0,"SI"
2022-04-03,"NO","PERSONAL DEL TRABAJO DOMÉSTICO","F","COLECTIVO",6440,"SI"
2022-04-03,"NO","PERSONAL DEL TRABAJO DOMÉSTICO","F","LANCHA",0,"SI"
2022-04-03,"NO","PERSONAL DEL TRABAJO DOMÉSTICO","F","SUBTE",0,"SI"
2022-04-03,"NO","PERSONAL DEL TRABAJO DOMÉSTICO","F","TOTAL",6440,"SI"
2022-04-03,"NO","PERSONAL DEL TRABAJO DOMÉSTICO","F","TREN",0,"SI"
2022-04-03,"NO","PERSONAL DEL TRABAJO DOMÉSTICO","M","COLECTIVO",77,"SI"
2022-04-03,"NO","PERSONAL DEL TRABAJO DOMÉSTICO","M","LANCHA",0,"SI"
2022-04-03,"NO","PERSONAL DEL TRABAJO DOMÉSTICO","M","SUBTE",0,"SI"
2022-04-03,"NO","PERSONAL DEL TRABAJO DOMÉSTICO","M","TOTAL",77,"SI"
2022-04-03,"NO","PERSONAL DEL TRABAJO DOMÉSTICO","M","TREN",0,"SI"
2022-04-03,"NO","PROGRESAR","F","COLECTIVO",8257,"SI"
2022-04-03,"NO","PROGRESAR","F","LANCHA",0,"SI"
2022-04-03,"NO","PROGRESAR","F","SUBTE",0,"SI"
2022-04-03,"NO","PROGRESAR","F","TOTAL",8257,"SI"
2022-04-03,"NO","PROGRESAR","F","TREN",0,"SI"
2022-04-03,"NO","PROGRESAR","M","COLECTIVO",4240,"SI"
2022-04-03,"NO","PROGRESAR","M","LANCHA",0,"SI"
2022-04-03,"NO","PROGRESAR","M","SUBTE",0,"SI"
2022-04-03,"NO","PROGRESAR","M","TOTAL",4240,"SI"
2022-04-03,"NO","PROGRESAR","M","TREN",0,"SI"
2022-04-03,"SI",,,"COLECTIVO",454354,"SI"
2022-04-03,"SI",,,"LANCHA",0,"SI"
2022-04-03,"SI",,,"SUBTE",58505,"SI"
2022-04-03,"SI",,,"TOTAL",500414,"SI"
2022-04-03,"SI",,,"TREN",67394,"SI"
2022-04-03,"SI",,"F","COLECTIVO",207127,"SI"
2022-04-03,"SI",,"F","LANCHA",0,"SI"
2022-04-03,"SI",,"F","SUBTE",23396,"SI"
2022-04-03,"SI",,"F","TOTAL",225528,"SI"
2022-04-03,"SI",,"F","TREN",31571,"SI"
2022-04-03,"SI",,"M","COLECTIVO",193764,"SI"
2022-04-03,"SI",,"M","LANCHA",0,"SI"
2022-04-03,"SI",,"M","SUBTE",23152,"SI"
2022-04-03,"SI",,"M","TOTAL",211752,"SI"
2022-04-03,"SI",,"M","TREN",32151,"SI"
2022-04-03,"SI","AUH","F","COLECTIVO",90074,"SI"
2022-04-03,"SI","AUH","F","LANCHA",0,"SI"
2022-04-03,"SI","AUH","F","SUBTE",2626,"SI"
2022-04-03,"SI","AUH","F","TOTAL",91929,"SI"
2022-04-03,"SI","AUH","F","TREN",9699,"SI"
2022-04-03,"SI","AUH","M","COLECTIVO",4105,"SI"
2022-04-03,"SI","AUH","M","LANCHA",0,"SI"
2022-04-03,"SI","AUH","M","SUBTE",137,"SI"
2022-04-03,"SI","AUH","M","TOTAL",4203,"SI"
2022-04-03,"SI","AUH","M","TREN",479,"SI"
2022-04-03,"SI","JUBILACION","F","COLECTIVO",80897,"SI"
2022-04-03,"SI","JUBILACION","F","LANCHA",0,"SI"
2022-04-03,"SI","JUBILACION","F","SUBTE",4539,"SI"
2022-04-03,"SI","JUBILACION","F","TOTAL",84234,"SI"
2022-04-03,"SI","JUBILACION","F","TREN",7657,"SI"
2022-04-03,"SI","JUBILACION","M","COLECTIVO",35483,"SI"
2022-04-03,"SI","JUBILACION","M","LANCHA",0,"SI"
2022-04-03,"SI","JUBILACION","M","SUBTE",1977,"SI"
2022-04-03,"SI","JUBILACION","M","TOTAL",36874,"SI"
2022-04-03,"SI","JUBILACION","M","TREN",3492,"SI"
2022-04-03,"SI","MONOTRIBUTO SOCIAL","F","COLECTIVO",11221,"SI"
2022-04-03,"SI","MONOTRIBUTO SOCIAL","F","LANCHA",0,"SI"
2022-04-03,"SI","MONOTRIBUTO SOCIAL","F","SUBTE",547,"SI"
2022-04-03,"SI","MONOTRIBUTO SOCIAL","F","TOTAL",11572,"SI"
2022-04-03,"SI","MONOTRIBUTO SOCIAL","F","TREN",1391,"SI"
2022-04-03,"SI","MONOTRIBUTO SOCIAL","M","COLECTIVO",7382,"SI"
2022-04-03,"SI","MONOTRIBUTO SOCIAL","M","LANCHA",0,"SI"
2022-04-03,"SI","MONOTRIBUTO SOCIAL","M","SUBTE",350,"SI"
2022-04-03,"SI","MONOTRIBUTO SOCIAL","M","TOTAL",7612,"SI"
2022-04-03,"SI","MONOTRIBUTO SOCIAL","M","TREN",937,"SI"
2022-04-03,"SI","OTRO","F","COLECTIVO",14015,"SI"
2022-04-03,"SI","OTRO","F","LANCHA",0,"SI"
2022-04-03,"SI","OTRO","F","SUBTE",708,"SI"
2022-04-03,"SI","OTRO","F","TOTAL",14494,"SI"
2022-04-03,"SI","OTRO","F","TREN",1790,"SI"
2022-04-03,"SI","OTRO","M","COLECTIVO",9724,"SI"
2022-04-03,"SI","OTRO","M","LANCHA",0,"SI"
2022-04-03,"SI","OTRO","M","SUBTE",541,"SI"
2022-04-03,"SI","OTRO","M","TOTAL",10122,"SI"
2022-04-03,"SI","OTRO","M","TREN",1326,"SI"
2022-04-03,"SI","PENSION","F","COLECTIVO",30846,"SI"
2022-04-03,"SI","PENSION","F","LANCHA",0,"SI"
2022-04-03,"SI","PENSION","F","SUBTE",1125,"SI"
2022-04-03,"SI","PENSION","F","TOTAL",31656,"SI"
2022-04-03,"SI","PENSION","F","TREN",3454,"SI"
2022-04-03,"SI","PENSION","M","COLECTIVO",14322,"SI"
2022-04-03,"SI","PENSION","M","LANCHA",0,"SI"
2022-04-03,"SI","PENSION","M","SUBTE",602,"SI"
2022-04-03,"SI","PENSION","M","TOTAL",14728,"SI"
2022-04-03,"SI","PENSION","M","TREN",1679,"SI"
2022-04-03,"SI","PERSONAL DEL TRABAJO DOMÉSTICO","F","COLECTIVO",31454,"SI"
2022-04-03,"SI","PERSONAL DEL TRABAJO DOMÉSTICO","F","LANCHA",0,"SI"
2022-04-03,"SI","PERSONAL DEL TRABAJO DOMÉSTICO","F","SUBTE",1570,"SI"
2022-04-03,"SI","PERSONAL DEL TRABAJO DOMÉSTICO","F","TOTAL",32501,"SI"
2022-04-03,"SI","PERSONAL DEL TRABAJO DOMÉSTICO","F","TREN",4450,"SI"
2022-04-03,"SI","PERSONAL DEL TRABAJO DOMÉSTICO","M","COLECTIVO",389,"SI"
2022-04-03,"SI","PERSONAL DEL TRABAJO DOMÉSTICO","M","LANCHA",0,"SI"
2022-04-03,"SI","PERSONAL DEL TRABAJO DOMÉSTICO","M","SUBTE",30,"SI"
2022-04-03,"SI","PERSONAL DEL TRABAJO DOMÉSTICO","M","TOTAL",413,"SI"
2022-04-03,"SI","PERSONAL DEL TRABAJO DOMÉSTICO","M","TREN",72,"SI"
2022-04-03,"SI","PROGRESAR","F","COLECTIVO",22773,"SI"
2022-04-03,"SI","PROGRESAR","F","LANCHA",0,"SI"
2022-04-03,"SI","PROGRESAR","F","SUBTE",1675,"SI"
2022-04-03,"SI","PROGRESAR","F","TOTAL",23830,"SI"
2022-04-03,"SI","PROGRESAR","F","TREN",3198,"SI"
2022-04-03,"SI","PROGRESAR","M","COLECTIVO",10450,"SI"
2022-04-03,"SI","PROGRESAR","M","LANCHA",0,"SI"
2022-04-03,"SI","PROGRESAR","M","SUBTE",789,"SI"
2022-04-03,"SI","PROGRESAR","M","TOTAL",11000,"SI"
2022-04-03,"SI","PROGRESAR","M","TREN",1599,"SI"
2022-04-04,"NO",,,"COLECTIVO",297883,"SI"
2022-04-04,"NO",,,"LANCHA",4,"SI"
2022-04-04,"NO",,,"SUBTE",0,"SI"
2022-04-04,"NO",,,"TOTAL",298022,"SI"
2022-04-04,"NO",,,"TREN",157,"SI"
2022-04-04,"NO",,"F","COLECTIVO",245390,"SI"
2022-04-04,"NO",,"F","LANCHA",6,"SI"
2022-04-04,"NO",,"F","SUBTE",0,"SI"
2022-04-04,"NO",,"F","TOTAL",245437,"SI"
2022-04-04,"NO",,"F","TREN",51,"SI"
2022-04-04,"NO",,"M","COLECTIVO",173987,"SI"
2022-04-04,"NO",,"M","LANCHA",3,"SI"
2022-04-04,"NO",,"M","SUBTE",0,"SI"
2022-04-04,"NO",,"M","TOTAL",174037,"SI"
2022-04-04,"NO",,"M","TREN",59,"SI"
2022-04-04,"NO","AUH","F","COLECTIVO",76172,"SI"
2022-04-04,"NO","AUH","F","LANCHA",3,"SI"
2022-04-04,"NO","AUH","F","SUBTE",0,"SI"
2022-04-04,"NO","AUH","F","TOTAL",76180,"SI"
2022-04-04,"NO","AUH","F","TREN",12,"SI"
2022-04-04,"NO","AUH","M","COLECTIVO",2386,"SI"
2022-04-04,"NO","AUH","M","LANCHA",0,"SI"
2022-04-04,"NO","AUH","M","SUBTE",0,"SI"
2022-04-04,"NO","AUH","M","TOTAL",2386,"SI"
